City,County,Place,lat,lon,rest_id,Location
Goa,India,Laxmi Bar and Restaurant,15.5995667,73.81546750000003,296640771666231926,"Laxmi Bar and Restaurant,Goa,India"
Goa,India,Joecons Garden Restaurant,15.23819,74.11832,7934305928352318904,"Joecons Garden Restaurant,Goa,India"
Goa,India,Pakwan Family Restaurant Veg Non-Veg,15.50716,73.81089,6964047305190097917,"Pakwan Family Restaurant Veg Non-Veg,Goa,India"
Goa,India,Royal Bar & Restaurant,15.50683,73.83187,3416998220266753067,"Royal Bar & Restaurant,Goa,India"
Goa,India,Cowboy's Bar n Restaurant,15.2526202,73.96848940000002,6399785993034026345,"Cowboy's Bar n Restaurant,Goa,India"
Goa,India,Supriya Bar & Restaurant,15.00137,74.08211,15624476304215394335,"Supriya Bar & Restaurant,Goa,India"
Goa,India,Rukima Bar & Restaurant,15.006329999999998,74.06204,8690657555133318917,"Rukima Bar & Restaurant,Goa,India"
Goa,India,Greenland Restaurant,14.99543,74.09374,7309304844395761474,"Greenland Restaurant,Goa,India"
Goa,India,Parvati Restaurant,15.075029999999998,74.02911999999998,3832233409851771782,"Parvati Restaurant,Goa,India"
Goa,India,Viva AMB Restaurant,15.15186,74.01879,2806852528830171396,"Viva AMB Restaurant,Goa,India"
Goa,India,Aruna Restaurant,15.26435,73.97844,601490927373665718,"Aruna Restaurant,Goa,India"
Goa,India,Saffron Lawns Restaurant,15.26968,73.95055,1483385524930888462,"Saffron Lawns Restaurant,Goa,India"
Goa,India,D'Melo Bar and Restaurant,15.2109258,73.977069,5633768739594979083,"D'Melo Bar and Restaurant,Goa,India"
Goa,India,Lake side Bar and Restaurant,15.206392,73.98176600000002,11667445703537806319,"Lake side Bar and Restaurant,Goa,India"
Goa,India,New Grand Restaurant,15.2108812,73.9769075,12497002861413483006,"New Grand Restaurant,Goa,India"
Goa,India,3 Kisses Restaurant and Feni Bar,15.245306,73.92517099999998,10333356258647494051,"3 Kisses Restaurant and Feni Bar,Goa,India"
Goa,India,Alcoves Restaurant and Bar,15.2703682,73.9703888,2518792481199309142,"Alcoves Restaurant and Bar,Goa,India"
Goa,India,Amasan Bar & Restaurant,15.25259,73.97973,1377323000018387279,"Amasan Bar & Restaurant,Goa,India"
Goa,India,Nendison Village Restaurant,15.18126,73.94709,16013568720979774064,"Nendison Village Restaurant,Goa,India"
Goa,India,Portuguese Balçao Restaurant,15.17751,73.98721,542379993843777624,"Portuguese Balçao Restaurant,Goa,India"
Goa,India,Villa by the Sea Restrooms,15.219060999999998,73.9333572,4333744089387715521,"Villa by the Sea Restrooms,Goa,India"
Goa,India,Angela Bar and Restaurant,15.2852902,73.9782188,5327611613759881496,"Angela Bar and Restaurant,Goa,India"
Goa,India,Ace`s The Pub & Restaurant,15.497164,73.8250126,13288471892010356426,"Ace`s The Pub & Restaurant,Goa,India"
Goa,India,Sea Horse Restaurant,15.6263775,73.74167309999999,8665712324928555698,"Sea Horse Restaurant,Goa,India"
Goa,India,Green Apple Bar&Restaurant,15.6304404,73.73603390000002,5990485371102252893,"Green Apple Bar&Restaurant,Goa,India"
Goa,India,Maria Guesthouse & Restaurant,15.0089788,74.0277459,7361987110145114275,"Maria Guesthouse & Restaurant,Goa,India"
Goa,India,Dream Land Family Bar and Restaurant,15.287629699999998,73.95490649999998,10323885779231654882,"Dream Land Family Bar and Restaurant,Goa,India"
Goa,India,Open Air Restarant,15.3185113,73.941739,3808413300739558309,"Open Air Restarant,Goa,India"
Goa,India,Moonlight Bar and Restaurant,15.3207229,73.9409939,537974082665923079,"Moonlight Bar and Restaurant,Goa,India"
Goa,India,Coastal Flavours Family Bar and Restaurant,15.3785406,73.925035,1302413418964338531,"Coastal Flavours Family Bar and Restaurant,Goa,India"
Goa,India,Lake View Bar and Restaurant,15.4408984,73.8689517,9693912159311382165,"Lake View Bar and Restaurant,Goa,India"
Goa,India,Govind Restaurant,15.4645199,73.85550970000001,17693252784123693977,"Govind Restaurant,Goa,India"
Goa,India,Alisha Restaurant,15.5110714,73.83498279999998,9046007582991467231,"Alisha Restaurant,Goa,India"
Goa,India,Kamal Bar and Family Restaurant,15.5200468,73.8283687,2940224488093730273,"Kamal Bar and Family Restaurant,Goa,India"
Goa,India,Family Restaurant,15.5251692,73.8266846,16658492275841453481,"Family Restaurant,Goa,India"
Goa,India,Viva Goa Bar and Restaurant,15.5284704,73.825625,4235883799297675092,"Viva Goa Bar and Restaurant,Goa,India"
Goa,India,Spice House Family Restaurant with Bar,15.5298354,73.82521120000001,4469011893191461196,"Spice House Family Restaurant with Bar,Goa,India"
Goa,India,Royal Restaurant,15.5309768,73.8247922,6213818175938448721,"Royal Restaurant,Goa,India"
Goa,India,Chandrakant Bar and Restaurant,15.531085699999998,73.8247379,9043814376147009646,"Chandrakant Bar and Restaurant,Goa,India"
Goa,India,Sanskruthi Vegetarian Restaurant,15.5300049,73.825498,16090983870978540407,"Sanskruthi Vegetarian Restaurant,Goa,India"
Goa,India,Chaska Multicuisine Restaurant,15.5291677,73.82572540000002,11903168147990201845,"Chaska Multicuisine Restaurant,Goa,India"
Goa,India,Guru Restaurant,15.523878699999996,73.8281825,3719815184182625233,"Guru Restaurant,Goa,India"
Goa,India,Basseraa Dormitory and Restaurant,15.4935682,73.81965179999997,1457312137749874320,"Basseraa Dormitory and Restaurant,Goa,India"
Goa,India,Shubhankar Family Restaurant and Bar,15.4914652,73.9229245,13785705245607217586,"Shubhankar Family Restaurant and Bar,Goa,India"
Goa,India,Wilsha Bar and Restaurant,15.485581,73.9232146,15981266958888880287,"Wilsha Bar and Restaurant,Goa,India"
Goa,India,Sunshine Restaurant,15.4582375,73.9242079,12868893698739291015,"Sunshine Restaurant,Goa,India"
Goa,India,Kalika Bar and Restaurant,15.2848568,73.9775042,12891208703806230420,"Kalika Bar and Restaurant,Goa,India"
Goa,India,BM Bar and Restaurant,15.2933326,73.9752671,1377249254470009714,"BM Bar and Restaurant,Goa,India"
Goa,India,Vihar Udupi Restaurant,15.4997554,73.83193220000003,6167722927146943881,"Vihar Udupi Restaurant,Goa,India"
Goa,India,Texas Bar and Restaurant,15.499170199999998,73.8262814,14705382474519104817,"Texas Bar and Restaurant,Goa,India"
Goa,India,Nanu's Multi-cuisine Restaurant,15.6289948,73.7356913,7540124074540026798,"Nanu's Multi-cuisine Restaurant,Goa,India"
Goa,India,Blu World Bar & Rest,15.6284389,73.7379246,9035588445022012083,"Blu World Bar & Rest,Goa,India"
Goa,India,Deep Divya Diksha Hotel Cold Drinks & Restaurant,15.6306357,73.73645350000002,6520683880202847992,"Deep Divya Diksha Hotel Cold Drinks & Restaurant,Goa,India"
Goa,India,Cafe Dolphin Bar & Restaurant,15.632637900000002,73.7317568,8635868087185853146,"Cafe Dolphin Bar & Restaurant,Goa,India"
Goa,India,Fern's Bar Restaurant,15.6179543,73.7374264,9115380182757428773,"Fern's Bar Restaurant,Goa,India"
Goa,India,Sharda Restaurant Parking Spot,15.4513081,73.8645989,13968110003288164499,"Sharda Restaurant Parking Spot,Goa,India"
Goa,India,Pinto Bar and Restaurant,15.0891365,73.9222501,3844762871021519044,"Pinto Bar and Restaurant,Goa,India"
Goa,India,Royale McCla Bar and Restaurant,15.1360139,73.9555744,10947486007044817016,"Royale McCla Bar and Restaurant,Goa,India"
Goa,India,Roadshade Bar and Restaurant,15.1994184,73.9519089,6402589148259303818,"Roadshade Bar and Restaurant,Goa,India"
Goa,India,Sai Punjabi Rasoi Pure Veg Restaurant,15.2783476,73.9284608,4906309238189149294,"Sai Punjabi Rasoi Pure Veg Restaurant,Goa,India"
Goa,India,M/s. Harshada Restaurant,15.6028385,73.7616585,11396372043449321488,"M/s. Harshada Restaurant,Goa,India"
Goa,India,Laxmi Family Restaurant & Bar,15.626792000000002,73.74188259999998,2037660792409771915,"Laxmi Family Restaurant & Bar,Goa,India"
Goa,India,Venice Garden Bar and Restaurant,15.272630800000002,73.95950090000002,6745060141800835807,"Venice Garden Bar and Restaurant,Goa,India"
Goa,India,Mayonna Creekside Bar & Restorant,15.5663673,73.7510963,4796737216963625099,"Mayonna Creekside Bar & Restorant,Goa,India"
Goa,India,Jaws Bar and Restaurant,15.5996303,73.73994859999998,12120898679600858300,"Jaws Bar and Restaurant,Goa,India"
Goa,India,Sai Family Restaurant,15.0103705,74.02964490000002,762497255209389461,"Sai Family Restaurant,Goa,India"
Goa,India,Anant Goa Bar and Restaurant,15.009156900000002,74.0276042,16045480604436678392,"Anant Goa Bar and Restaurant,Goa,India"
Goa,India,Rai Restaurant,15.652799300000002,73.71614790000002,3756982586687704534,"Rai Restaurant,Goa,India"
Goa,India,Oros Villa Restaurant,16.1221404,73.7049588,17775224242406835531,"Oros Villa Restaurant,Goa,India"
Goa,India,Sai Leela Family Restaurant Veg & Non Veg,15.5454971,73.76434259999998,17979561530473989255,"Sai Leela Family Restaurant Veg & Non Veg,Goa,India"
Goa,India,Cliffdide Restaurant,15.6947175,73.69847970000002,14537358420282197480,"Cliffdide Restaurant,Goa,India"
Goa,India,Hira Bar & Restaurant,15.0101874,74.02650770000002,4206296005504680445,"Hira Bar & Restaurant,Goa,India"
Goa,India,Tourist Bar & Restaurant,15.010693300000002,74.0259309,4008698831325644328,"Tourist Bar & Restaurant,Goa,India"
Goa,India,Sai Krupa Family Restaurant,15.0111869,74.02572909999998,4708235395492759032,"Sai Krupa Family Restaurant,Goa,India"
Goa,India,Shakti Bar & Restaurant,15.0118909,74.0246265,12025347558508154024,"Shakti Bar & Restaurant,Goa,India"
Goa,India,Dithya Family Restaurant & Bar,15.0075393,74.04719,14538042251968005583,"Dithya Family Restaurant & Bar,Goa,India"
Goa,India,Cleopatra Restaurant,15.0102285,74.02908690000002,546032952340595575,"Cleopatra Restaurant,Goa,India"
Goa,India,Diya Café Restaurant,15.6912958,73.70450490000002,5575514930226939260,"Diya Café Restaurant,Goa,India"
